schedulertest,ticks0,aql0,mql0,rpt0,spt0,lg0,ticks1,aql1,mql1,rpt1,spt1,lg1,ticks2,aql2,mql2,rpt2,spt2,lg2,ticks3,aql3,mql3,rpt3,spt3,lg3,ticks4,aql4,mql4,rpt4,spt4,lg4,ticks5,aql5,mql5,rpt5,spt5,lg5,ticks6,aql6,mql6,rpt6,spt6,l76,ticks7,aql7,mql7,rpt7,spt7,lg7,aticks,sd,areducts,sd,asyncs,sd,mlg,agaps,sdg
chugmachine-erlam_sched_global4-10-9,1363,0,1,32,1,2255,1021,0,0,23,1,4103,749,0,0,38,2,5909,1026,0,0,0,0,6016,1451,0,0,27,3,4946,1355,0,0,32,1,1749,813,0,0,63,4,5171,1351,0,0,0,0,3194,1141.125,255.967008372,26.875,19.1731420221,1.5,1.32287565553,6016,4167.875,1521.57438509
chugmachine-erlam_sched_global3-40-39,1110,0,1,36,1,2538,866,0,0,2,1,4326,864,0,0,53,1,2488,956,0,0,34,2,4007,1173,0,0,65,1,4101,1184,0,0,0,0,1867,880,0,0,0,0,3945,548,0,0,56,2,4154,947.625,197.177545311,30.75,25.1532801042,1.0,0.707106781187,4326,3428.25,901.482078302
chugmachine-erlam_sched_global3-10-9,1111,0,1,0,0,1145,703,0,0,23,1,2656,871,0,0,0,0,3509,790,0,0,32,1,3050,821,0,0,27,3,3767,373,0,0,74,3,4921,721,0,0,0,0,4072,920,0,0,0,0,1951,788.75,198.011836767,19.5,24.2796210844,1.0,1.22474487139,4921,3133.875,1129.47315567
chugmachine-erlam_sched_global8-20-19,2841,0,2,73,4,8605,2469,0,0,92,6,9169,3529,0,0,33,1,4808,2354,0,0,72,5,11491,3655,0,0,65,2,9725,2897,0,0,33,1,16870,2326,0,0,69,4,14751,2141,0,0,94,5,8787,2776.5,528.745212744,66.375,21.5982493504,3.5,1.80277563773,16870,10525.75,3551.77986191
chugmachine-erlam_sched_global8-40-39,3509,0,1,68,2,3504,3055,0,0,101,4,11143,3943,0,0,106,2,4330,3546,0,0,60,4,9030,3232,0,0,40,5,26548,3777,0,0,85,2,8395,2916,0,0,114,6,11384,3468,0,0,117,3,5196,3430.75,325.718340749,86.375,26.1865304116,3.5,1.41421356237,26548,9941.25,6873.61671084
chugmachine-erlam_sched_global2-40-39,330,0,1,53,1,9452,612,0,0,37,1,8526,881,0,0,0,0,8496,846,0,0,0,0,8158,686,0,0,65,1,10585,607,0,0,0,0,10421,794,0,0,2,1,9424,886,0,0,0,0,9451,705.25,177.051369664,19.625,25.801828908,0.5,0.5,10585,9314.125,830.45220174
chugmachine-erlam_sched_global1-10-9,295,0,1,0,0,551,259,0,0,0,0,551,232,0,0,0,0,422,232,0,0,0,0,590,277,0,0,0,0,530,53,0,0,39,0,1766,236,0,0,0,0,860,256,0,0,0,0,559,230.0,70.1106268693,4.875,12.8980376414,0.0,0.0,1766,728.625,408.957191372
chugmachine-erlam_sched_global1-40-39,352,0,1,0,0,749,329,0,0,0,0,570,221,0,0,0,0,1497,311,0,0,0,0,768,91,0,0,69,0,1548,301,0,0,0,0,752,289,0,0,0,0,779,314,0,0,0,0,751,276.0,78.5,8.625,22.8196050579,0.0,0.0,1548,926.75,349.724802523
chugmachine-erlam_sched_global4-20-19,1533,0,1,36,3,4693,951,0,0,68,2,10395,1240,0,0,33,1,6520,1618,0,0,0,0,5896,1486,0,0,40,4,5060,1333,0,0,45,1,5871,1741,0,0,0,0,6590,1481,0,0,33,1,3271,1422.875,229.933380297,31.875,21.1980983817,1.5,1.32287565553,10395,6037.0,1936.17922724
chugmachine-erlam_sched_global8-10-9,3156,0,1,55,2,4103,3133,0,0,26,2,4867,2277,0,0,71,4,8801,2985,0,0,71,3,5635,3676,0,0,54,6,8179,1700,0,0,86,7,16869,2752,0,0,56,3,8737,2416,0,0,32,1,13831,2761.875,576.724248992,56.375,18.8078274928,3.5,1.9364916731,16869,8877.75,4157.95165165
chugmachine-erlam_sched_global9-10-9,3253,0,2,90,3,7585,3485,0,0,46,2,16002,3250,0,0,91,5,7176,2763,0,0,59,4,11871,4156,0,0,118,6,6556,2694,0,0,72,6,9656,3607,0,0,26,2,4278,3206,0,0,8,4,11306,3301.75,437.369337631,63.75,34.120191969,4.0,1.5,16002,9303.75,3461.93814033
chugmachine-erlam_sched_global2-10-9,424,0,1,35,1,3124,243,0,0,26,2,4235,408,0,0,36,1,2228,609,0,0,0,0,2141,730,0,0,0,0,2164,508,0,0,0,0,2424,515,0,0,0,0,2275,591,0,0,0,0,1783,503.5,138.537900951,12.125,15.8936897856,0.5,0.707106781187,4235,2546.75,730.442288959
chugmachine-erlam_sched_global1-20-19,458,0,1,0,0,617,369,0,0,0,0,616,344,0,0,0,0,483,305,0,0,0,0,1221,498,0,0,0,0,605,335,0,0,0,0,1221,394,0,0,0,0,625,65,0,0,49,0,1807,346.0,122.090130641,6.125,16.2052267803,0.0,0.0,1807,899.375,436.751055379
chugmachine-erlam_sched_global4-40-39,1055,0,1,60,4,5686,1294,0,0,0,0,3754,1419,0,0,32,1,3378,1375,0,0,36,1,4482,1393,0,0,36,3,4317,1026,0,0,53,1,3808,1135,0,0,53,1,4795,1003,0,0,65,1,5709,1212.5,164.983332491,41.875,19.4643102883,1.5,1.22474487139,5709,4491.125,812.615289897
chugmachine-erlam_sched_global2-20-19,383,0,1,33,1,2266,568,0,0,0,0,2578,298,0,0,45,1,2924,581,0,0,0,0,1736,814,0,0,3,1,3399,441,0,0,36,1,1746,611,0,0,0,0,1235,608,0,0,0,0,1884,538.0,150.07831289,14.625,18.3979448581,0.5,0.5,3399,2221.0,666.894107036
chugmachine-erlam_sched_global3-20-19,967,0,1,33,1,3050,862,0,0,4,2,5516,905,0,0,32,1,3734,1003,0,0,36,1,3421,1403,0,0,0,0,2023,861,0,0,45,1,5378,779,0,0,33,1,4200,1105,0,0,3,1,4120,985.625,183.408654035,23.25,16.6714576447,1.0,0.5,5516,3930.25,1085.68213005
pring-erlam_sched_single_cml20-2-2,3225,9,20,1271,1953,29753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.125,1066.56849727,158.875,420.343739545,244.125,645.894038814,29753,3719.125,9839.87984476
pring-erlam_sched_single_cml2-2-2,228,1,2,191,36,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,75.4039123653,23.875,63.1673125517,4.5,11.9058808998,3759,469.875,1243.17239729
pring-erlam_sched_single_cml4-2-2,417,2,4,311,105,4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.125,137.909787089,38.875,102.853582218,13.125,34.7254859577,4316,539.5,1427.38283232
pring-erlam_sched_single_cml10-2-2,1200,5,10,671,528,11313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,396.86269666,83.875,221.912391216,66.0,174.61958653,11313,1414.125,3741.42307276
pring-erlam_sched_single_cml6-2-2,642,3,6,431,210,9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.25,212.321542713,53.875,142.539851884,26.25,69.4509719154,9899,1237.375,3273.78652853
pring-erlam_sched_single_cml8-2-2,903,4,8,551,351,8812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.875,298.639179236,68.875,182.22612155,43.875,116.082338773,8812,1101.5,2914.29506914
pring-erlam_sched_single_cml9-2-2,1047,4,9,611,435,10014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.875,346.262702836,76.375,202.069256383,54.375,143.862727539,10014,1251.75,3311.81920363
chugmachine-erlam_sched_single_cml1-40-39,70,0,0,69,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,23.1503239718,8.625,22.8196050579,0.0,0.0,432,54.0,142.870570797
chugmachine-erlam_sched_single_cml1-10-9,40,0,0,39,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,13.2287565553,4.875,12.8980376414,0.0,0.0,582,72.75,192.47840788
chugmachine-erlam_sched_single_cml1-20-19,50,0,0,49,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,16.5359456942,6.125,16.2052267803,0.0,0.0,358,44.75,118.39737117
ptree-erlam_sched_global8-10-5,7577,32,97,5727,251,1263052,7357,0,0,5668,237,1467066,7208,0,0,5664,245,1339572,7483,0,0,5806,229,1346899,7569,0,0,5525,239,1451826,5887,0,0,5249,244,2358813,6729,0,0,5384,262,2574714,6518,0,0,5302,266,1646020,7041.0,569.185602418,5540.625,194.733110628,246.625,11.736028928,2574714,1680995.25,469114.104417
ptree-erlam_sched_global2-10-5,2399,1,18,1333,35,338354,1552,0,0,1233,45,618256,2344,0,0,1224,58,326631,2387,0,0,1213,40,452319,2149,0,0,1190,50,608593,2420,0,0,1127,44,967052,2357,0,0,1193,40,793368,2083,0,0,1019,40,1152721,2211.375,274.662036647,1191.5,84.5458455514,44.0,6.72681202354,1152721,657161.75,277688.037888
ptree-erlam_sched_global9-10-5,7924,47,110,6541,302,1213190,7425,0,0,5980,283,2081152,7635,0,0,6059,270,2261204,7600,0,0,6243,266,2249184,7466,0,0,6676,261,1243685,7247,0,0,5943,271,2170412,7452,0,0,5890,254,2262876,7511,0,0,6335,292,1364354,7532.5,184.650345247,6208.375,272.213123076,274.875,15.1693564465,2262876,1855757.125,456033.170453
ptree-erlam_sched_global4-10-5,3846,8,45,2600,90,559690,3558,0,0,2605,98,559727,3727,0,0,2494,96,1026090,2880,0,0,2546,100,982869,3821,0,0,2208,94,2018816,3740,0,0,2542,83,842404,3502,0,0,2393,91,1031465,3571,0,0,2244,92,983115,3580.625,289.976696262,2454.0,145.886085697,93.0,4.97493718553,2018816,1000522.0,426143.004246
ptree-erlam_sched_global3-10-5,1866,3,31,1664,73,462174,2769,0,0,1668,66,534262,2905,0,0,1669,55,1562543,2789,0,0,1871,53,646791,3322,0,0,1647,69,1181646,2849,0,0,1725,62,1259630,3071,0,0,1691,56,786100,3138,0,0,1688,59,726953,2838.625,408.518340317,1702.875,67.1889825418,61.625,6.70703921265,1562543,895012.375,367408.421353
ptree-erlam_sched_global1-10-5,1067,0,5,624,19,215481,3779,0,0,585,14,405310,3327,0,0,552,17,351325,3626,0,0,503,14,627305,4037,0,0,516,19,698804,3685,0,0,449,17,633715,3355,0,0,514,28,241360,3735,0,0,534,20,274086,3326.375,880.398622429,534.625,49.9147711104,18.5,4.15331193146,698804,430923.25,182136.560588
pring-erlam_sched_global10-2-2,497,0,5,58,33,16762,389,0,0,56,32,18807,391,0,0,110,34,19404,397,0,0,65,33,31980,547,0,0,44,34,19136,327,0,0,62,35,17328,316,0,0,234,31,29778,336,0,0,40,35,17415,400.0,77.2253196821,83.625,60.2244499767,33.375,1.31695671911,31980,21326.25,5611.25638226
pring-erlam_sched_global20-2-2,711,4,15,185,103,30320,638,0,0,208,90,45744,638,0,0,102,88,38877,378,0,0,186,89,73653,738,0,0,146,94,41853,608,0,0,144,90,46246,691,0,0,192,95,39044,582,0,0,108,95,42804,623.0,104.865389905,158.875,37.3143320321,93.0,4.58257569496,73653,44817.625,11863.9573176
pring-erlam_sched_global2-2-2,838,0,1,40,6,2784,614,0,0,0,5,4590,747,0,0,0,0,2958,1070,0,0,0,1,3631,952,0,0,19,7,4107,624,0,0,66,5,3544,540,0,0,40,7,3595,509,0,0,26,5,4373,736.75,189.11157421,23.875,22.4523801634,4.5,2.44948974278,4590,3697.75,595.858571727
pring-erlam_sched_global8-2-2,318,0,3,54,21,18924,343,0,0,70,17,23452,390,0,0,74,17,20946,346,0,0,40,18,16616,420,0,0,69,24,17276,200,0,0,149,17,21045,365,0,0,62,19,20331,308,0,0,31,19,27057,336.25,61.8117100556,68.625,33.5109590284,19.0,2.29128784748,27057,20705.875,3159.45776351
pring-erlam_sched_global6-2-2,419,0,2,46,17,10710,376,0,0,46,18,9094,250,0,0,64,17,14818,285,0,0,20,6,9570,382,0,0,20,10,9903,177,0,0,128,16,8973,323,0,0,46,18,8285,308,0,0,61,19,9360,315.0,73.5764908106,53.875,31.8764705543,15.125,4.31385848168,14818,10089.125,1906.38325354
pring-erlam_sched_global4-2-2,442,0,1,46,12,12537,520,0,0,20,9,9661,539,0,0,26,7,14072,612,0,0,40,13,10855,741,0,0,40,10,19769,179,0,0,114,15,10873,451,0,0,19,11,11815,423,0,0,6,11,9276,488.375,152.561411815,38.875,31.0138577897,11.0,2.29128784748,19769,12357.25,3150.88022424
pring-erlam_sched_global9-2-2,464,0,4,44,21,14133,249,0,0,195,21,19937,312,0,0,50,22,14289,386,0,0,36,21,13843,424,0,0,72,25,24957,404,0,0,87,25,12243,385,0,0,59,21,24094,427,0,0,66,21,15791,381.375,64.8150011571,76.125,47.4168680429,22.125,1.69096865731,24957,17410.875,4617.09726012
clustercomm-erlam_sched_global9-4-2,2726,0,5,457,188,139909,2509,0,0,502,155,216417,2583,0,0,426,164,153366,2529,0,0,519,126,233392,1599,0,0,492,103,216570,3195,0,0,480,342,239574,2244,0,0,526,124,206384,2568,0,0,503,131,345522,2494.125,421.84073935,488.125,31.0460846968,166.625,70.834203426,345522,218891.75,58494.7544245
clustercomm-erlam_sched_global10-2-2,2383,0,5,277,140,93401,874,0,0,341,82,98888,1864,0,0,269,104,124307,2460,0,0,303,156,125465,3688,0,0,298,261,98461,2095,0,0,258,132,100506,2249,0,0,220,138,126701,2414,0,0,290,162,111352,2253.375,726.53594844,282.0,33.2716095192,146.875,49.6624543795,126701,109885.125,12974.9282795
clustercomm-erlam_sched_global10-5-2,1431,0,5,891,65,164827,4210,0,0,614,238,248054,3815,0,0,681,265,267411,4691,0,0,738,248,504578,5050,0,0,700,287,393952,4250,0,0,637,261,412235,3419,0,0,771,184,280412,4206,0,0,621,212,381144,3884.0,1036.39495367,706.625,87.0214592787,220.0,65.8483105326,504578,331576.625,102651.944628
clustercomm-erlam_sched_global20-7-2,4421,0,15,1571,233,293241,4652,0,0,1447,281,764042,4058,0,0,1548,214,313775,3945,0,0,1436,197,1016670,2342,0,0,1538,148,522138,4321,0,0,1559,177,454529,4518,0,0,1391,254,792460,4368,0,0,1498,233,862300,4078.125,690.620995464,1498.5,62.2916527313,217.125,39.9169058796,1016670,627394.375,250901.457649
clustercomm-erlam_sched_global9-2-2,979,0,4,313,95,135434,2527,0,0,348,148,297743,2612,0,0,318,197,266419,2999,0,0,267,213,164390,3195,0,0,352,228,283876,2467,0,0,305,187,185487,2573,0,0,228,156,195238,3165,0,0,378,207,243580,2564.625,658.9738116,313.625,45.2739922582,178.875,40.7352350552,297743,221520.875,55750.0416691
clustercomm-erlam_sched_global10-1-2,1811,0,5,210,110,82397,1859,0,0,248,111,148828,1486,0,0,277,76,103441,1362,0,0,99,116,218039,2155,0,0,237,154,95946,1951,0,0,205,142,155443,1965,0,0,194,152,76610,1427,0,0,256,266,94216,1752.0,271.751264946,215.75,51.3754562024,140.875,53.1823220159,218039,121865.0,45394.6132762
clustercomm-erlam_sched_global20-2-2,2878,0,15,448,175,171567,2416,0,0,425,149,769777,2590,0,0,466,188,162893,2644,0,0,367,177,572655,3166,0,0,457,227,170144,1641,0,0,542,102,163406,2494,0,0,377,194,447856,1268,0,0,568,42,164333,2387.125,589.082642229,456.25,66.3584018795,156.75,55.0766511328,769777,327828.875,223583.431469
clustercomm-erlam_sched_global20-6-2,5294,0,15,1274,322,278850,4361,0,0,1400,309,419995,5527,0,0,1313,345,608345,4634,0,0,1420,325,301260,5662,0,0,1205,395,684599,2504,0,0,978,182,1362219,5370,0,0,1135,407,999502,4846,0,0,1346,268,620669,4774.75,957.171451465,1258.875,138.638412336,319.125,66.8121199709,1362219,659429.875,343650.061679
clustercomm-erlam_sched_global2-1-2,4721,0,2,40,326,15582,5181,0,0,0,436,33401,4354,0,0,0,328,30432,1722,0,0,156,141,30758,5766,0,0,49,575,31168,5227,0,0,0,510,28358,4011,0,0,0,402,31593,965,0,0,234,32,30428,3993.375,1622.6707104,59.875,82.4718702043,343.75,170.248898675,33401,28965.0,5225.1571029
clustercomm-erlam_sched_global10-4-2,999,0,5,616,61,129932,3603,0,0,509,182,496306,3575,0,0,546,184,218228,3874,0,0,499,200,212667,4267,0,0,525,260,368367,3740,0,0,533,223,278524,3500,0,0,477,196,215757,3970,0,0,592,243,143214,3441.0,951.975052194,537.125,43.7819526175,193.625,56.5352489603,496306,257874.375,114231.308641
clustercomm-erlam_sched_global20-5-2,4437,0,15,1261,232,261101,4548,0,0,1142,288,496444,4537,0,0,1106,276,522304,4035,0,0,1237,193,270183,5465,0,0,1148,357,302597,3213,0,0,1326,137,380576,3333,0,0,1153,176,929915,4356,0,0,1024,290,246540,4240.5,675.958948458,1174.625,89.375524474,243.625,67.6958962936,929915,426207.5,214806.584455
clustercomm-erlam_sched_global20-8-2,6794,0,15,1988,349,345029,6659,0,0,1895,368,689022,6074,0,0,1763,341,1121766,5841,0,0,1784,325,1219495,7212,0,0,1719,458,794501,5911,0,0,1699,337,1183245,2436,0,0,2070,54,710977,6251,0,0,1940,348,422760,5897.25,1380.80481513,1857.25,127.001722429,322.5,108.647365362,1219495,810849.375,315242.87279
clustercomm-erlam_sched_global8-4-2,3198,0,3,517,204,111598,2656,0,0,347,194,125419,986,0,0,476,70,140923,3057,0,0,439,207,135487,3814,0,0,511,273,201507,3141,0,0,378,174,152863,3067,0,0,444,209,174281,2698,0,0,408,145,125052,2827.125,771.043844003,440.0,56.789083458,184.5,54.9886351895,201507,145891.25,27636.1202358
clustercomm-erlam_sched_global9-3-2,681,0,4,555,18,143969,2966,0,0,413,197,172148,3270,0,0,333,260,114212,2994,0,0,456,155,176090,5004,0,0,396,571,143162,2913,0,0,344,236,256393,2936,0,0,375,172,152428,2648,0,0,456,161,126472,2926.5,1093.17313359,416.0,67.7163200418,221.25,148.487162745,256393,160609.25,41099.904327
clustercomm-erlam_sched_global20-1-2,893,0,11,347,51,116399,2288,0,0,234,139,173236,2239,0,0,324,144,111380,2016,0,0,293,90,125998,2778,0,0,278,195,165529,2458,0,0,197,147,146086,2065,0,0,222,120,206919,1945,0,0,320,138,133200,2085.25,515.985404348,276.875,50.6074043496,128.0,39.9437103935,206919,147343.375,30533.915258
clustercomm-erlam_sched_global9-1-2,870,0,4,207,106,92169,1829,0,0,172,122,94396,2156,0,0,138,155,90942,2313,0,0,191,143,97425,2975,0,0,228,223,88671,1704,0,0,229,101,215019,1811,0,0,244,82,127621,1559,0,0,214,94,89584,1902.125,572.303773686,202.875,32.4978364664,128.25,42.5727318832,215019,111978.375,40716.527547
clustercomm-erlam_sched_global4-2-2,1520,0,2,318,69,51022,2433,0,0,122,271,53480,1988,0,0,206,170,50473,3666,0,0,3,453,29682,2535,0,0,198,383,49656,2530,0,0,179,256,38246,2704,0,0,138,237,45685,3703,0,0,0,461,34804,2634.875,701.071401053,145.5,99.6117462953,287.5,128.440647772,53480,44131.0,8204.04581594
clustercomm-erlam_sched_global6-2-2,2110,0,1,255,107,71810,2226,0,0,265,81,156387,1642,0,0,40,169,125992,1279,0,0,137,131,105397,2484,0,0,358,100,93603,2506,0,0,283,115,91846,1976,0,0,159,81,145118,2358,0,0,248,109,76148,2072.625,401.250837227,218.125,93.5607256011,111.625,26.734516547,156387,108287.625,29243.3002367
clustercomm-erlam_sched_global8-3-2,3257,0,4,395,178,134338,2312,0,0,424,143,102113,2154,0,0,264,148,177479,776,0,0,381,54,244938,3570,0,0,398,317,122153,2280,0,0,401,162,152772,2635,0,0,320,221,118051,2971,0,0,308,214,181408,2494.375,801.046025129,361.375,52.9054285967,179.625,70.8888875283,244938,154156.5,43241.9223931
clustercomm-erlam_sched_global8-2-2,2706,0,4,257,171,123946,922,0,0,290,100,97548,2441,0,0,319,153,110794,2267,0,0,278,144,108520,2731,0,0,279,170,96522,2066,0,0,234,167,92379,2804,0,0,243,206,107055,2224,0,0,295,129,102099,2270.125,567.655141239,274.375,26.4855503058,155.0,29.6900656786,123946,104857.875,9381.41387848
clustercomm-erlam_sched_global6-3-2,2478,0,2,193,224,95860,2407,0,0,394,126,95598,1511,0,0,60,118,142505,1871,0,0,199,187,107228,1215,0,0,481,84,101131,1999,0,0,378,115,102660,1956,0,0,391,105,89491,2180,0,0,403,109,106682,1952.125,400.331249561,312.375,134.441378954,133.5,44.0936503365,142505,105144.375,15195.2394925
clustercomm-erlam_sched_global20-4-2,3833,0,15,850,215,246574,3240,0,0,787,219,293425,3437,0,0,921,167,240937,4145,0,0,908,248,257430,4835,0,0,829,366,362635,3061,0,0,920,163,519783,1183,0,0,847,57,914677,3559,0,0,936,155,509150,3411.625,992.65539558,874.75,50.2736262866,198.75,83.1906695489,914677,418076.375,215192.127948
clustercomm-erlam_sched_global20-3-2,2941,0,16,688,105,212114,1460,0,0,769,80,240623,2788,0,0,604,125,558402,3137,0,0,495,186,634989,4112,0,0,644,261,219516,3089,0,0,725,134,191427,3162,0,0,616,206,383779,2362,0,0,745,86,345052,2881.375,707.457761548,660.75,84.1601895197,147.875,59.8110305462,634989,348237.75,157693.583723
clustercomm-erlam_sched_global20-9-2,6847,0,16,2059,402,388089,7191,0,0,1951,435,849024,2341,0,0,1988,63,1196943,6980,0,0,2264,341,443660,7102,0,0,1704,474,1404197,6881,0,0,1880,415,980306,7058,0,0,1855,468,1090260,6988,0,0,1985,403,757167,6423.5,1546.60216281,1960.75,152.751227491,375.125,124.32963997,1404197,888705.75,331156.323852
clustercomm-erlam_sched_global4-1-2,2630,0,2,159,189,37638,1746,0,0,204,91,45047,2152,0,0,80,302,32873,3292,0,0,3,459,52040,2061,0,0,149,152,43403,2579,0,0,108,281,38900,2845,0,0,18,337,46363,1683,0,0,139,186,36041,2373.5,523.359580021,107.5,65.5419712856,249.625,110.46259265,52040,41538.125,5882.51873005
clustercomm-erlam_sched_global8-1-2,733,0,3,228,63,72030,1953,0,0,174,113,87917,2340,0,0,176,130,85634,1878,0,0,253,99,86317,2308,0,0,166,154,93792,2034,0,0,159,159,76444,1847,0,0,168,95,74185,1579,0,0,250,62,84209,1834.0,476.209512715,196.75,37.2852182507,109.375,34.6443988979,93792,82566.0,7067.22799264
clustercomm-erlam_sched_global10-3-2,2430,0,5,568,130,151596,2956,0,0,467,191,129379,2559,0,0,534,163,136207,2881,0,0,534,179,266584,2392,0,0,504,183,140510,1703,0,0,410,142,255498,2723,0,0,518,170,140606,2334,0,0,445,125,169275,2497.25,368.370652333,497.5,49.2950301755,160.375,23.4730563626,266584,173706.875,51712.4046396
clustercomm-erlam_sched_global6-1-2,1652,0,3,158,71,58675,1327,0,0,171,68,62168,1174,0,0,0,111,83637,1432,0,0,196,83,63155,637,0,0,217,28,81632,1054,0,0,233,32,62520,1303,0,0,204,59,54871,1380,0,0,0,113,51302,1244.875,282.868537266,147.375,87.9345459703,70.625,29.6434541678,83637,64745.0,11018.4680877
jumpship-erlam_sched_global20-4-10-5-3,1997,0,1,0,0,4583,1533,0,0,0,0,11102,1775,0,0,0,0,4557,124,0,0,53,0,11799,2293,0,0,0,0,6203,1744,0,0,0,0,5111,1999,0,0,0,0,4554,1619,0,0,0,0,6720,1635.5,614.589700532,6.625,17.5281024358,0.0,0.0,11799,6828.625,2777.06756028
jumpship-erlam_sched_global45-9-10-5-2,1440,0,1,0,0,3187,1391,0,0,0,0,3211,1197,0,0,0,0,4741,1238,0,0,0,0,6682,1720,0,0,0,0,3204,1282,0,0,0,0,4196,143,0,0,37,0,11339,1257,0,0,0,0,3133,1208.5,431.940100014,4.625,12.2365998137,0.0,0.0,11339,4961.625,2667.22130397
jumpship-erlam_sched_global15-3-10-5-2,5832,1,23,1203,130,447957,6285,0,0,1370,116,770668,4420,0,0,1315,121,835274,5725,0,0,1140,118,1154346,7138,0,0,1132,116,1058259,5553,0,0,1208,121,841641,5483,0,0,1148,116,1376290,3240,0,0,1307,126,459763,5459.5,1102.50249433,1227.875,85.4099489228,120.5,4.84767985742,1376290,868024.75,302259.018516
jumpship-erlam_sched_global40-8-10-5-3,27,0,1,25,0,13114,840,0,0,0,0,5951,1225,0,0,0,0,4816,1020,0,0,0,0,4856,1622,0,0,0,0,5008,981,0,0,0,0,5857,1132,0,0,0,0,7738,1213,0,0,0,0,5125,1007.5,429.08944289,3.125,8.26797284708,0.0,0.0,13114,6558.125,2636.77698325
jumpship-erlam_sched_global20-4-10-5-2,7117,2,33,1844,171,516082,6156,0,0,1902,164,1327254,6251,0,0,1595,161,1284042,6112,0,0,1739,169,902450,8591,0,0,1674,163,1106182,2617,0,0,1777,166,828567,6727,0,0,1871,150,1545470,6581,0,0,1690,162,1011694,6269.0,1572.92490285,1761.5,99.858650101,163.25,5.9529404499,1545470,1065217.625,303269.501386
jumpship-erlam_sched_global10-2-10-5-3,5040,0,13,1180,102,360700,4337,0,0,1190,99,645843,4839,0,0,950,108,909111,4664,0,0,1009,108,570315,5331,0,0,1078,105,880193,4232,0,0,1064,107,741661,2825,0,0,1307,98,556578,4591,0,0,736,107,1189650,4482.375,710.087307572,1064.25,162.857875155,104.25,3.79967103839,1189650,731756.375,241108.76439
jumpship-erlam_sched_global10-2-10-5-2,5149,0,13,743,70,324516,5403,0,0,689,84,309819,5290,0,0,694,71,430478,4429,0,0,689,82,390910,4915,0,0,659,77,987363,4288,0,0,787,71,1046693,1910,0,0,990,61,745798,4987,0,0,798,69,356131,4546.375,1061.30720547,756.125,99.925519138,73.125,7.0256227482,1046693,573963.5,286671.298033
jumpship-erlam_sched_global15-3-10-5-3,2178,0,1,0,0,4740,1790,0,0,0,0,9840,64,0,0,59,0,12078,1774,0,0,0,0,6317,2629,0,0,0,0,4595,1962,0,0,0,0,5385,1881,0,0,0,0,5762,1989,0,0,0,0,7563,1783.375,699.188089412,7.375,19.5124159191,0.0,0.0,12078,7035.0,2491.43121519
jumpship-erlam_sched_global40-8-10-5-2,1814,0,1,0,0,4977,1698,0,0,0,0,5656,1485,0,0,0,0,11388,1561,0,0,0,0,8117,118,0,0,68,0,11747,1761,0,0,0,0,5253,1700,0,0,0,0,4998,1723,0,0,0,0,4973,1482.5,525.246370763,8.5,22.488886144,0.0,0.0,11747,7138.625,2737.47406095
jumpship-erlam_sched_global45-9-10-5-3,518,0,1,0,0,3062,487,0,0,0,0,3039,465,0,0,0,0,3053,502,0,0,0,0,3025,538,0,0,0,0,3050,83,0,0,15,0,5924,350,0,0,0,0,2070,384,0,0,0,0,2916,415.875,139.819023652,1.875,4.96078370825,0.0,0.0,5924,3267.375,1052.44452793
