schedulertest,ticks0,aql0,mql0,rpt0,spt0,lg0,ticks1,aql1,mql1,rpt1,spt1,lg1,ticks2,aql2,mql2,rpt2,spt2,lg2,ticks3,aql3,mql3,rpt3,spt3,lg3,ticks4,aql4,mql4,rpt4,spt4,lg4,ticks5,aql5,mql5,rpt5,spt5,lg5,ticks6,aql6,mql6,rpt6,spt6,l76,ticks7,aql7,mql7,rpt7,spt7,lg7,aticks,sd,areducts,sd,asyncs,sd,mlg,agaps,sdg
clustercomm-erlam_sched_coop_longbatcher9-3-2,17969,0,1,71,8942,249280,339,0,0,271,15,75476,273,1,2,206,2,155997,490,0,2,438,11,79796,367,0,0,317,5,161459,187,0,0,123,14,332117,376,0,0,325,9,226388,222,0,0,166,1,234657,2527.875,5836.88286754,239.625,113.026476434,1124.875,2954.59952606,332117,189396.25,82354.5984231
clustercomm-erlam_sched_coop_longbatcher20-8-2,25378,0,1,151,12605,393445,905,2,6,835,13,174661,682,0,0,587,11,143141,662,0,0,595,4,280167,391,0,0,324,16,837703,748,0,0,649,1,175303,737,0,0,648,7,144075,489,0,0,423,10,1144701,3749.0,8176.33738296,526.5,201.870007678,1583.375,4165.78512821,1144701,411649.5,352175.610129
clustercomm-erlam_sched_coop_longbatcher8-2-2,389,0,1,358,9,84868,183,0,0,129,4,190158,14345,0,0,0,7162,74937,256,0,0,230,6,110111,124,0,0,80,0,361249,229,0,0,169,4,72108,190,0,0,148,1,146471,270,0,0,238,4,83829,1998.25,4667.20156384,169.0,101.689478315,898.75,2367.28741126,361249,140466.375,91813.4435825
clustercomm-erlam_sched_coop_longbatcher6-1-2,331,0,2,306,7,48183,143,0,0,117,1,159945,61,0,0,0,0,145038,10398,0,0,0,5192,91682,72,0,0,20,2,150372,215,0,0,176,7,69749,223,0,0,184,4,67128,183,0,0,150,3,178367,1453.25,3381.77611434,119.125,100.952262852,652.0,1715.9603725,178367,113808.0,46804.3061961
clustercomm-erlam_sched_coop_longbatcher20-1-2,350,0,2,323,8,78683,12143,0,0,0,6063,91020,92,0,0,72,4,378935,200,0,0,167,4,112170,180,0,0,158,2,302486,219,0,0,184,4,67626,47,0,0,0,0,98099,214,0,0,176,7,67559,1680.625,3955.30934117,135.0,100.869965798,761.5,2003.7800528,378935,149572.25,112878.985316
clustercomm-erlam_sched_coop_longbatcher20-10-2,1854,4,11,1741,19,256025,1172,0,0,1042,22,371437,1109,0,0,974,13,240074,36827,0,0,127,18341,232424,560,0,0,378,59,420538,1103,0,0,1025,8,931474,825,0,0,710,26,425510,631,0,0,477,49,293519,5510.125,11842.6447895,809.25,470.066950019,2317.125,6056.47763633,931474,396375.125,215050.271645
clustercomm-erlam_sched_coop_longbatcher8-4-2,696,0,1,641,12,251839,578,0,0,503,4,135425,378,0,2,316,11,332895,274,0,0,183,7,214079,400,0,0,330,14,360411,465,0,0,386,21,88609,23982,0,0,20,11970,249277,580,0,0,514,9,117913,3419.125,7773.04704472,361.625,184.914127029,1506.0,3955.02307199,360411,218806.0,93000.8930226
clustercomm-erlam_sched_coop_longbatcher10-1-2,392,0,2,363,8,46872,173,0,0,158,2,182873,205,0,0,176,7,119631,11554,0,0,0,5764,59060,68,0,0,0,0,100916,184,0,0,158,7,204161,225,0,0,184,8,79422,42,0,0,8,0,298043,1605.375,3761.54176959,130.875,117.029309897,724.5,1904.75470862,298043,136372.25,80361.1307035
clustercomm-erlam_sched_coop_longbatcher20-7-2,31929,0,1,71,15914,271154,750,0,0,640,12,323213,783,0,0,698,10,735113,786,0,0,680,16,495413,774,0,0,647,22,125674,607,0,0,515,18,534564,1257,3,9,1166,15,177361,828,0,0,713,18,134129,4714.25,10287.7011493,641.25,279.819473054,2003.125,5257.81768982,735113,349577.625,205298.657007
clustercomm-erlam_sched_coop_longbatcher10-2-2,546,0,1,510,8,138307,320,0,0,275,8,105563,309,0,0,280,6,165950,15761,0,0,0,7869,185915,293,1,3,234,3,249291,397,0,0,348,8,120217,93,0,1,33,1,307208,309,0,0,245,9,107009,2253.5,5106.69423404,240.625,153.254639,989.0,2600.39689278,307208,172432.5,67950.5680697
clustercomm-erlam_sched_coop_longbatcher6-2-2,455,0,1,412,13,80612,284,0,0,245,3,279967,367,0,0,304,8,73496,356,0,0,315,5,204151,68,0,0,0,0,219403,307,0,0,246,18,71416,193,0,0,126,6,100213,17081,0,0,0,8528,103894,2388.875,5554.1875967,206.0,140.674269147,1072.625,2817.87188928,279967,141644.0,75439.9236413
clustercomm-erlam_sched_coop_longbatcher8-3-2,19186,0,1,71,9552,274613,313,0,0,257,8,277637,364,0,0,309,8,231990,509,0,2,462,10,70246,421,0,0,365,5,100725,421,0,0,361,8,169789,44,0,0,0,0,305980,361,0,0,290,1,139262,2702.375,6231.5350825,264.375,145.132644071,1199.0,3157.13901341,305980,196280.25,82940.0890881
clustercomm-erlam_sched_coop_longbatcher10-5-2,668,0,1,593,25,87492,26344,0,0,0,13161,190126,249,0,0,170,19,476116,346,0,0,243,24,154009,630,0,0,565,5,243932,530,0,0,440,21,131404,770,2,4,704,9,177558,336,0,0,269,0,513872,3734.125,8547.4291228,373.0,225.656819086,1658.0,4347.73386375,513872,246813.625,149680.220462
clustercomm-erlam_sched_coop_longbatcher4-2-2,334,0,2,294,14,52574,73,0,0,0,0,153804,223,0,0,181,5,180766,78,0,0,0,0,104359,354,0,0,304,5,59671,14225,0,0,0,7097,30749,327,0,0,278,3,37931,60,0,0,0,0,188529,1959.25,4637.48158352,132.125,136.583708307,890.5,2345.84052101,188529,101047.875,61022.0585494
clustercomm-erlam_sched_coop_longbatcher20-3-2,659,1,4,615,10,89206,125,0,1,33,1,198236,335,0,0,284,14,104668,275,0,0,202,22,88303,369,0,0,292,4,205430,18819,0,0,161,9317,122331,398,0,0,358,7,280251,376,0,0,299,5,199775,2669.5,6105.5161125,280.5,158.146293033,1172.5,3078.33782259,280251,161025.0,65376.4667637
clustercomm-erlam_sched_coop_longbatcher4-1-2,302,0,1,270,11,48233,66,0,0,0,0,118428,11639,0,0,0,5810,22837,199,0,0,163,11,80073,229,0,0,184,4,49456,71,0,0,0,0,109966,68,0,0,0,0,133182,187,0,0,148,3,74740,1595.125,3797.09044656,95.625,101.289112816,729.875,1920.11154868,133182,79614.375,36123.3434462
clustercomm-erlam_sched_coop_longbatcher8-1-2,308,0,1,283,8,45384,116,0,0,54,0,131846,64,0,0,22,0,258472,10059,0,0,0,5020,19103,131,0,0,79,1,166594,147,0,0,108,6,111496,222,0,0,184,4,57186,207,0,0,176,7,129364,1406.75,3270.99441111,113.25,89.1778419788,630.75,1658.98317879,258472,114930.625,71705.6378588
clustercomm-erlam_sched_coop_longbatcher20-9-2,41038,0,1,71,20482,317612,1134,0,0,920,51,292718,920,0,0,722,61,325393,584,0,0,351,96,918574,2741,9,13,2567,15,1046505,911,0,0,689,75,188932,974,0,1,749,93,133776,1093,0,0,887,59,188559,6174.375,13191.3510011,869.5,694.591966553,2616.5,6752.56677124,1046505,426508.625,328873.395227
clustercomm-erlam_sched_coop_longbatcher10-4-2,586,0,1,527,19,87435,23461,0,0,0,11720,227455,464,0,0,419,5,176826,302,0,0,216,4,214351,472,0,0,412,10,106868,549,0,0,486,10,85831,458,2,3,372,6,173900,551,0,0,489,4,160973,3355.375,7599.65160283,365.125,164.64388654,1472.25,3873.28822675,227455,154204.875,51602.495883
clustercomm-erlam_sched_coop_longbatcher9-1-2,350,0,2,323,8,45108,181,0,0,137,5,99628,112,0,0,69,1,148180,193,0,0,138,1,124385,12700,0,0,0,6342,115910,234,0,0,184,4,64493,211,0,0,176,9,72776,54,0,0,0,0,137651,1754.375,4137.85261149,128.375,99.9336498633,796.25,2096.09874231,148180,101016.375,34629.4052322
clustercomm-erlam_sched_coop_longbatcher6-3-2,500,0,1,456,12,51929,194,0,0,120,7,252242,80,0,0,0,0,235230,193,0,0,123,13,173635,343,0,0,299,5,83176,279,0,0,215,17,72358,19322,0,0,0,9653,54801,404,0,0,325,9,60240,2664.375,6297.20693914,192.25,151.259503834,1214.5,3189.45692869,252242,122951.375,78783.3446515
clustercomm-erlam_sched_coop_longbatcher2-1-2,336,0,1,293,16,24862,11757,0,0,0,5868,32842,22,0,0,0,0,203683,87,0,0,0,0,134974,95,0,0,0,0,81257,237,0,0,184,16,49980,64,0,0,0,0,135209,88,0,0,0,0,85831,1585.75,3845.58525292,59.625,106.808166237,737.5,1939.15851595,203683,93579.75,57110.8997735
clustercomm-erlam_sched_coop_longbatcher20-5-2,20982,0,1,71,10452,150069,321,0,0,269,0,222008,485,0,0,432,4,130282,464,0,0,407,7,140125,341,0,0,276,5,269818,590,1,3,545,8,75677,150,0,1,66,2,359940,322,0,0,265,10,103855,2956.875,6813.98903796,291.375,157.425329522,1311.0,3454.97456575,359940,181471.75,89325.3391174
clustercomm-erlam_sched_coop_longbatcher9-4-2,18531,0,1,91,9215,321502,252,0,0,183,24,292265,524,1,3,447,6,263821,331,0,0,249,6,211432,453,0,0,368,23,88922,688,0,1,628,11,116096,496,0,0,412,9,218639,465,0,0,371,21,132303,2717.5,5978.16805133,343.625,156.583793462,1164.375,3042.85827543,321502,205622.5,80261.2735648
clustercomm-erlam_sched_coop_longbatcher10-3-2,17190,0,1,71,8555,358665,394,0,0,332,7,129707,265,0,0,211,11,148679,162,0,0,127,3,452026,383,0,0,317,16,79312,537,1,3,488,10,104661,440,0,0,391,4,206019,346,0,0,299,2,379763,2464.625,5566.65482892,279.5,128.388083559,1076.0,2826.79969223,452026,232354.0,134116.772841
clustercomm-erlam_sched_coop_longbatcher20-2-2,468,0,2,426,14,74224,16576,0,0,0,8277,112899,258,0,0,209,5,119185,76,0,0,0,0,352674,388,1,3,351,7,96815,346,0,0,271,4,87282,307,0,0,263,15,80333,320,0,0,245,5,76527,2342.375,5380.84895573,220.625,142.122251513,1040.875,2735.00225948,352674,124992.375,87432.6274767
clustercomm-erlam_sched_coop_longbatcher20-4-2,630,1,4,580,14,245348,447,0,0,386,11,95970,486,0,0,419,7,88714,249,0,0,183,3,226604,487,0,0,445,4,238930,22649,0,0,0,11312,105571,510,0,0,432,1,113962,378,0,0,283,5,155215,3229.5,7340.59685925,341.0,169.16559934,1419.625,3738.96843854,245348,158789.25,63467.5467281
clustercomm-erlam_sched_coop_longbatcher20-6-2,981,2,6,916,14,263202,415,0,0,303,29,165081,289,0,0,237,6,802002,28625,0,0,120,14234,230557,614,0,0,494,16,212208,677,0,0,593,16,131782,413,0,0,336,24,321819,749,0,0,652,4,311982,4095.375,9273.61078461,456.375,242.098604653,1792.875,4702.30963032,802002,304829.125,197744.586495
clustercomm-erlam_sched_coop_longbatcher9-2-2,425,0,3,391,10,88529,273,0,0,208,3,136818,58,0,0,0,0,170191,316,0,0,263,5,69578,277,0,0,212,8,56712,13854,0,0,40,6894,153954,287,0,0,238,9,131138,172,0,0,129,5,347623,1957.75,4497.47278341,185.125,117.777796613,866.75,2278.08843935,347623,144317.875,85658.0712826
chugmachine-erlam_sched_coop_longbatcher8-10-9,521,1,6,418,50,28696,161,0,0,3,67,101683,487,0,0,3,236,12359,305,0,0,3,141,24563,77,0,0,0,19,165865,135,0,0,18,23,32598,362,0,0,3,173,23258,209,0,0,3,87,22191,282.125,153.980061615,56.375,136.778961741,99.5,72.2426466846,165865,51401.625,50484.1128573
chugmachine-erlam_sched_coop_longbatcher3-20-19,173,0,3,141,12,6416,17,0,0,0,0,12582,33,0,0,13,8,48012,12,0,0,0,0,21953,14,0,0,0,0,22375,26,0,0,7,5,12620,39,0,0,25,1,35532,12,0,0,0,0,23596,40.75,50.8717750821,23.25,45.2762354884,3.25,4.32290411645,48012,22885.75,12627.8312345
chugmachine-erlam_sched_coop_longbatcher4-10-9,229,1,3,194,16,7777,39,0,0,15,5,22820,17,0,0,0,0,23317,24,0,0,0,0,22964,20,0,0,0,0,23345,52,0,0,3,20,22745,23,0,0,3,1,22837,17,0,0,0,0,24243,52.625,67.6330863927,26.875,63.3451606281,5.25,7.59522876548,24243,21256.0,5114.89606444
chugmachine-erlam_sched_coop_longbatcher9-10-9,605,2,8,477,62,33976,419,0,0,3,182,27605,570,0,0,3,269,23519,179,0,0,0,74,160655,268,0,0,18,96,48436,319,0,0,3,127,23378,141,0,0,3,32,115501,754,0,0,3,358,18691,406.875,204.978924221,63.75,156.279197272,150.0,105.67520996,160655,56470.125,49182.0448803
chugmachine-erlam_sched_coop_longbatcher3-10-9,168,1,3,141,12,4112,16,0,0,0,0,12197,16,0,0,0,0,22807,20,0,0,0,0,12249,37,0,0,15,1,12473,10,0,0,0,0,23132,12,0,0,0,0,22168,18,0,0,0,0,23155,37.125,50.0585594579,19.5,46.184412955,1.625,3.93501905967,23155,16536.625,6767.86777607
chugmachine-erlam_sched_coop_longbatcher2-20-19,142,0,2,114,11,2611,13,0,0,0,0,22352,7,0,0,0,0,22462,11,0,0,0,0,22177,12,0,0,0,0,11419,9,0,0,0,0,21814,14,0,0,3,2,21972,9,0,0,0,0,11168,27.125,43.4725128673,14.625,37.5730538418,1.625,3.60338382635,22462,16996.875,7118.43631772
chugmachine-erlam_sched_coop_longbatcher8-20-19,560,1,8,416,53,30124,392,0,0,13,174,21936,613,0,0,13,292,22778,53,0,0,0,0,209256,254,0,0,13,95,23302,137,0,0,25,39,133105,315,0,0,38,123,23607,510,0,0,13,235,33713,354.25,188.58270732,66.375,132.54993163,126.375,94.5276910487,209256,62227.625,65832.2839057
chugmachine-erlam_sched_coop_longbatcher9-20-19,672,2,9,481,74,32170,456,0,0,13,205,28636,164,0,0,29,49,145821,699,0,0,13,336,34627,406,0,0,13,176,32344,169,0,0,25,16,99613,923,0,0,13,447,36737,540,0,0,13,256,34745,503.625,245.67200568,75.0,153.570830564,194.875,139.447514768,145821,55586.625,40503.7742591
chugmachine-erlam_sched_coop_longbatcher2-10-9,98,0,2,79,8,10893,27,0,0,15,1,13032,11,0,0,0,0,11808,8,0,0,0,0,22865,11,0,0,0,0,22848,19,0,0,3,4,34613,9,0,0,0,0,22109,9,0,0,0,0,22832,24.0,28.6225435627,12.125,25.736343466,1.625,2.73575857853,34613,20125.0,7422.95039051
chugmachine-erlam_sched_coop_longbatcher3-40-39,162,0,3,135,12,7929,52,0,0,33,1,22261,10,0,0,0,0,23335,59,0,0,45,1,22276,12,0,0,0,0,24143,51,0,0,33,4,24940,12,0,0,0,0,23409,10,0,0,0,0,35578,46.0,48.2052901661,30.75,43.1037991365,2.25,3.89711431703,35578,22983.875,6997.84696241
chugmachine-erlam_sched_coop_longbatcher9-40-39,668,2,9,537,63,35273,696,0,0,33,323,24918,154,0,0,33,36,178622,239,0,0,0,108,142215,126,0,0,33,14,115707,573,0,0,33,258,24244,297,0,0,33,105,24395,505,0,0,78,200,24195,407.25,215.666264168,97.5,167.275222313,138.375,103.598911071,178622,71196.125,59792.6689454
chugmachine-erlam_sched_coop_longbatcher8-40-39,590,2,7,481,52,21756,172,0,0,45,24,25446,199,0,0,33,66,86693,323,0,0,33,132,50565,731,0,0,33,340,22011,98,0,0,0,0,32560,207,0,0,33,71,73495,459,0,0,33,208,79970,347.375,210.283699737,86.375,149.643691397,111.625,105.643193699,86693,49062.0,25685.6789379
chugmachine-erlam_sched_coop_longbatcher4-40-39,228,0,3,191,17,10814,71,0,0,45,2,23346,27,0,0,0,0,12958,26,0,0,0,0,23782,84,0,0,33,16,22166,56,0,0,33,1,23884,104,0,0,33,31,22830,29,0,0,0,0,22999,78.125,62.7005532272,41.875,58.8906560925,8.375,10.8965304111,23884,20347.375,4940.72562832
chugmachine-erlam_sched_coop_longbatcher1-10-9,42,0,0,39,0,19468,3,0,0,0,0,15602,4,0,0,0,0,11762,5,0,0,0,0,15613,3,0,0,0,0,15601,3,0,0,0,0,7405,3,0,0,0,0,15632,4,0,0,0,0,15578,8.375,12.7273082386,4.875,12.8980376414,0.0,0.0,19468,14582.625,3327.36682444
chugmachine-erlam_sched_coop_longbatcher1-40-39,74,0,0,69,0,4232,8,0,0,0,0,11936,5,0,0,0,0,11558,5,0,0,0,0,11927,6,0,0,0,0,12257,9,0,0,0,0,11929,5,0,0,0,0,11230,6,0,0,0,0,11821,14.75,22.4374129525,8.625,22.8196050579,0.0,0.0,12257,10861.25,2521.62228288
chugmachine-erlam_sched_coop_longbatcher2-40-39,108,0,2,79,13,3958,12,0,0,0,0,23727,59,0,0,45,1,23589,46,0,0,33,4,36055,14,0,0,0,0,12702,8,0,0,0,0,21637,8,0,0,0,0,25787,11,0,0,0,0,13654,33.25,33.5512667421,19.625,28.0041849551,2.25,4.26468052731,36055,20138.625,9161.25101907
chugmachine-erlam_sched_coop_longbatcher4-20-19,262,1,4,217,20,5856,52,0,0,25,1,11733,26,0,0,0,0,22587,90,0,0,13,34,33354,21,0,0,0,0,21957,28,0,0,0,0,21771,29,0,0,0,0,11891,28,0,0,0,0,11733,67.0,76.6990873479,31.875,70.4936832276,6.875,12.1391669813,33354,17610.25,8282.48248942
chugmachine-erlam_sched_coop_longbatcher1-20-19,53,0,0,49,0,3758,3,0,0,0,0,1829,3,0,0,0,0,3137,3,0,0,0,0,3136,6,0,0,0,0,2892,3,0,0,0,0,1829,3,0,0,0,0,3137,3,0,0,0,0,3141,9.625,16.4235920249,6.125,16.2052267803,0.0,0.0,3758,2857.375,636.581679264
ptree-erlam_sched_coop_longbatcher2-10-5,1514,1,4,1426,19,500406,1176,0,2,1079,10,432250,770,0,0,627,7,842695,1030,0,2,936,13,539078,1152,0,2,1008,15,938155,870,0,1,800,7,587676,1780,3,7,1672,16,420718,1110,0,2,997,11,616253,1175.25,308.985335413,1068.125,313.343037859,12.25,4.02336923486,938155,609653.875,175653.310017
ptree-erlam_sched_coop_longbatcher8-10-5,3393,22,42,3249,20,819006,2545,0,1,2304,34,9847274,2718,0,1,2416,43,2116426,2672,0,2,2451,32,9313392,3229,2,7,2967,67,966191,3999,3,9,3677,61,645160,1520,0,1,1374,34,11507321,2554,0,1,2307,69,1176522,2828.75,684.993385005,2593.125,656.509603414,45.0,17.1610023017,11507321,4548911.5,4450698.48489
ptree-erlam_sched_coop_longbatcher3-10-5,1859,1,5,1746,21,916146,1271,0,1,1133,15,1161742,2604,4,9,2424,30,492658,1362,0,1,1244,29,1506039,2810,5,9,2637,22,589722,1385,0,2,1250,15,929889,1251,0,1,1099,21,1377278,1323,0,1,1206,13,2727928,1733.125,592.35323868,1592.375,575.408319696,20.75,5.93190525885,2727928,1212675.25,660126.379826
ptree-erlam_sched_coop_longbatcher9-10-5,3614,23,46,3463,23,968982,3603,3,7,3344,66,1849339,2806,0,1,2529,67,9877163,3263,0,1,2932,91,1022004,3932,5,9,3661,46,1376388,2658,0,1,2362,40,9799587,2097,0,0,1828,70,8948327,3057,0,1,2779,43,9775709,3128.75,561.142083166,2862.25,578.117581033,55.75,20.1726919374,9877163,5452187.375,4164049.05755
ptree-erlam_sched_coop_longbatcher4-10-5,2285,1,4,2148,29,1126400,1664,0,1,1518,35,1097067,2474,0,1,2251,41,865799,2745,4,8,2549,42,996990,2411,0,1,2179,36,1507798,2519,1,3,2309,35,996610,3896,10,16,3625,41,1024487,1603,0,2,1472,14,1185879,2449.625,665.885488936,2256.375,626.471854416,34.125,8.60868021244,1507798,1100128.75,178966.727037
ptree-erlam_sched_coop_longbatcher1-10-5,813,0,3,757,6,505912,505,0,1,405,5,639080,474,0,0,405,4,573828,646,0,2,582,6,261589,307,0,0,240,4,1030779,437,0,1,366,4,461448,480,0,0,426,4,355500,414,0,1,326,4,596135,509.5,145.033616793,438.375,150.727351118,4.625,0.85695682505,1030779,553033.875,215784.218966
pring-erlam_sched_coop_longbatcher6-2-2,493,0,1,425,33,6764,36,0,0,0,0,23111,40,0,0,0,0,22840,49,0,0,0,0,22179,37,0,0,0,0,22171,47,0,0,0,0,22766,39,0,0,0,0,22667,58,0,0,5,1,22265,99.875,148.748476883,53.75,140.328854837,4.25,10.8714074526,23111,20595.375,5237.54472385
pring-erlam_sched_coop_longbatcher10-2-2,780,0,1,670,54,6957,75,0,0,0,0,22065,83,0,0,0,0,22739,62,0,0,0,0,22511,68,0,0,0,0,22248,75,0,0,0,0,22635,79,0,0,0,0,21992,65,0,0,0,0,21979,160.875,234.101173374,83.75,221.581672302,6.75,17.8588213497,22739,20390.75,5084.91722524
pring-erlam_sched_coop_longbatcher20-2-2,621,0,1,438,22,11064,1009,0,0,832,82,21940,131,0,0,0,0,22433,121,0,0,0,0,32972,117,0,0,0,0,21988,115,0,0,0,0,44244,119,0,0,0,0,22235,114,0,0,0,0,22334,293.375,316.434012671,158.75,292.073513863,13.0,27.0554985169,44244,24901.25,9136.44089279
pring-erlam_sched_coop_longbatcher9-2-2,703,0,1,605,48,6073,63,0,0,0,0,21990,72,0,0,0,0,21896,50,0,0,0,0,33990,74,0,0,0,0,22693,66,0,0,0,0,22292,88,0,0,5,1,11715,56,0,0,0,0,22345,146.5,210.616950885,76.25,199.855416489,6.125,15.8306467019,33990,20374.25,7768.21732687
pring-erlam_sched_coop_longbatcher2-2-2,220,0,1,190,14,9807,21,0,0,0,0,21910,17,0,0,0,0,23204,21,0,0,0,0,22250,22,0,0,0,0,22338,18,0,0,0,0,21962,17,0,0,0,0,32938,20,0,0,0,0,22456,44.5,66.3569890818,23.75,62.8365936378,1.75,4.63006479436,32938,22108.125,5810.11407886
pring-erlam_sched_coop_longbatcher8-2-2,633,0,1,545,43,6403,59,0,0,0,0,22479,70,0,0,0,0,23327,57,0,0,0,0,22522,73,0,0,5,1,21941,68,0,0,0,0,21954,68,0,0,0,0,21964,59,0,0,0,0,22821,135.875,187.976353234,68.75,180.013020362,5.5,14.1774468788,23327,20426.375,5319.77245607
pring-erlam_sched_coop_longbatcher4-2-2,353,0,1,305,23,9790,30,0,0,0,0,44652,45,0,0,5,1,21795,13,0,0,0,0,65688,32,0,0,0,0,12002,23,0,0,0,0,56037,26,0,0,0,0,22295,29,0,0,0,0,44976,68.875,107.71656964,38.75,100.646348667,3.0,7.56637297521,65688,34654.375,19609.550906
clustercomm-erlam_sched_coop_longbatcher9-3-2,761,0,3,725,3,92240,294,0,0,232,2,320567,89,0,0,0,0,293113,415,0,0,365,4,141112,422,0,0,365,2,243400,313,0,0,272,2,238589,419,0,1,365,1,203660,441,0,1,410,3,179662,394.25,176.186513389,341.75,189.361921991,2.125,1.16592238164,320567,214042.875,71158.7384487
clustercomm-erlam_sched_coop_longbatcher20-8-2,1536,5,12,1471,2,310754,754,0,0,689,1,1156408,552,0,0,457,1,678822,802,0,0,714,2,457522,899,0,1,811,4,570188,855,0,0,747,2,315807,929,0,1,866,2,764168,1095,0,1,1003,2,344481,927.75,271.857384487,844.75,278.40651483,2.0,0.866025403784,1156408,574768.75,271239.879883
clustercomm-erlam_sched_coop_longbatcher8-2-2,630,0,3,599,4,68587,446,0,1,408,2,103889,330,0,1,288,2,143458,69,0,0,4,0,272856,238,0,1,165,3,181607,160,0,0,101,1,200982,285,0,0,242,2,266915,243,0,0,192,2,196022,300.125,162.555711604,249.875,173.773874259,2.0,1.11803398875,272856,179289.5,67465.7370356
clustercomm-erlam_sched_coop_longbatcher6-1-2,440,0,2,407,4,99002,125,0,0,83,0,139431,184,0,1,158,2,169806,202,0,1,158,2,152521,123,0,0,69,1,258327,244,0,0,202,5,205243,193,0,1,176,2,210081,63,0,0,0,0,147425,196.75,106.115208618,156.625,113.333509497,2.0,1.65831239518,258327,172729.5,46611.3943205
clustercomm-erlam_sched_coop_longbatcher20-1-2,762,4,12,735,2,74921,142,0,0,89,1,115544,289,0,1,247,2,71114,257,0,1,227,3,141078,236,0,1,196,2,233338,197,0,1,158,2,217163,72,0,0,26,2,229653,71,0,0,22,0,293147,253.25,206.767834781,212.5,213.299671823,1.75,0.829156197589,293147,171994.75,77094.3236136
clustercomm-erlam_sched_coop_longbatcher20-10-2,1706,5,12,1634,2,360355,960,0,1,889,4,385579,999,0,0,892,2,427512,1039,0,0,965,1,798609,900,0,0,824,1,1119606,825,0,0,729,2,524717,817,0,0,744,2,927328,1043,0,1,931,2,278324,1036.125,266.242576188,951.0,269.877750102,2.0,0.866025403784,1119606,602753.75,286971.267086
clustercomm-erlam_sched_coop_longbatcher8-4-2,751,0,2,715,3,99552,231,0,0,150,1,271958,334,0,0,279,1,430246,392,0,1,322,1,206316,506,0,0,425,2,173804,231,0,0,150,1,251828,309,0,0,236,3,296820,412,0,1,353,2,509258,395.75,159.7887277,328.75,171.050979243,1.75,0.829156197589,509258,279972.75,125271.074007
clustercomm-erlam_sched_coop_longbatcher10-1-2,545,1,3,522,2,59780,188,0,1,159,1,334752,100,0,0,69,1,232261,242,0,1,208,2,129666,280,0,1,231,2,108940,144,0,0,108,2,253785,175,0,0,138,2,172502,106,0,1,65,3,265791,222.5,135.037031958,187.5,138.218124716,1.875,0.599478940414,334752,194684.625,86494.7349553
clustercomm-erlam_sched_coop_longbatcher20-7-2,1593,5,11,1526,2,250441,886,0,1,783,2,367136,773,0,1,673,2,912632,934,0,0,825,1,494967,1222,0,1,1129,2,320838,898,0,0,823,5,475593,967,0,1,880,3,488532,941,0,1,879,1,498499,1026.75,244.709904785,939.75,252.311687205,2.25,1.19895788083,912632,476079.75,186572.405693
clustercomm-erlam_sched_coop_longbatcher10-2-2,608,0,3,579,4,97278,148,0,0,129,1,416308,332,0,1,288,2,117087,272,0,0,237,2,273356,261,0,0,225,2,161042,309,0,1,266,1,232532,312,0,0,268,2,230913,337,0,1,291,4,102489,322.375,121.904611787,285.375,121.124871001,2.25,1.08972473589,416308,203875.625,101560.65317
clustercomm-erlam_sched_coop_longbatcher6-2-2,498,0,1,473,3,50986,244,0,0,192,2,116160,302,0,1,256,4,59120,161,0,0,96,1,112134,38,0,0,0,0,328901,161,0,0,129,1,276065,178,0,0,129,1,237753,50,0,0,0,0,253140,204.0,138.42236091,159.375,143.79841576,1.5,1.32287565553,328901,179282.375,100011.666133
clustercomm-erlam_sched_coop_longbatcher8-3-2,558,0,2,508,3,295344,444,0,1,402,2,163213,456,0,1,408,4,123671,357,0,1,325,2,245987,394,0,0,312,3,210856,232,0,0,156,1,246110,241,0,0,160,0,293737,417,0,1,348,1,178838,387.375,102.737453614,327.375,113.327994666,2.0,1.22474487139,295344,219719.5,57827.6025376
clustercomm-erlam_sched_coop_longbatcher10-5-2,1012,1,4,963,5,143186,485,0,0,446,2,405615,539,0,0,453,2,493552,585,0,1,519,1,204029,577,0,1,538,2,441695,653,0,1,589,2,188146,624,0,0,559,3,343843,446,0,0,378,1,493114,615.125,163.062440111,555.625,166.895129872,2.25,1.19895788083,493552,339147.5,133211.19055
clustercomm-erlam_sched_coop_longbatcher4-2-2,411,0,1,327,3,87945,200,0,0,96,1,87908,78,0,0,0,0,160985,97,0,0,0,0,154056,409,0,1,354,4,42390,101,0,0,0,0,88005,342,0,0,268,2,58401,108,0,0,0,0,90329,218.25,136.683713368,130.625,148.653067156,1.25,1.47901994577,160985,96252.375,38902.4428408
clustercomm-erlam_sched_coop_longbatcher20-3-2,994,3,10,955,2,323176,538,0,1,488,2,444896,557,0,0,504,3,429475,355,0,0,325,1,673874,532,0,1,475,2,331947,389,0,1,359,1,902674,414,0,1,375,4,319168,502,0,1,452,2,463523,535.125,187.292843897,491.625,185.635353247,2.125,0.927024810887,902674,486091.625,191174.175482
clustercomm-erlam_sched_coop_longbatcher4-1-2,429,0,1,393,7,70058,204,0,0,176,1,100370,207,0,1,158,2,67054,38,0,0,0,0,132995,91,0,0,0,0,73952,39,0,0,0,0,170087,65,0,0,0,0,82287,145,0,0,69,1,65898,152.25,122.250511246,99.5,130.359119359,1.375,2.23257138744,170087,95337.625,35292.0846754
